ID,Htno,Subcode,Subname,Grade,Credits,
3240,18BQ1A04F9,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0,
3241,18BQ1A04F9,R1642043,SATELLITE COMMUNICATIONS,D,3,
3242,18BQ1A04F9,R1642045,SEMINAR,O,2,
3243,18BQ1A04F9,R1642046,PROJECT,O,10,
3244,18BQ1A04F9,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3245,18BQ1A04G1,R1642041,CELLULAR MOBILE COMMUNICATIONS,C,3,
3246,18BQ1A04G1,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,B,3,
3247,18BQ1A04G1,R1642043,SATELLITE COMMUNICATIONS,C,3,
3248,18BQ1A04G1,R1642045,SEMINAR,O,2,
3249,18BQ1A04G1,R1642046,PROJECT,O,10,
3250,18BQ1A04G1,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3251,18BQ1A04G2,R1642041,CELLULAR MOBILE COMMUNICATIONS,D,3,
3252,18BQ1A04G2,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,C,3,
3253,18BQ1A04G2,R1642043,SATELLITE COMMUNICATIONS,D,3,
3254,18BQ1A04G2,R1642045,SEMINAR,O,2,
3255,18BQ1A04G2,R1642046,PROJECT,O,10,
3256,18BQ1A04G2,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,D,3,
3257,18BQ1A04G3,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3258,18BQ1A04G3,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,C,3,
3259,18BQ1A04G3,R1642043,SATELLITE COMMUNICATIONS,C,3,
3260,18BQ1A04G3,R1642045,SEMINAR,O,2,
3261,18BQ1A04G3,R1642046,PROJECT,S,10,
3262,18BQ1A04G3,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3263,18BQ1A04G4,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3264,18BQ1A04G4,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0,
3265,18BQ1A04G4,R1642043,SATELLITE COMMUNICATIONS,B,3,
3266,18BQ1A04G4,R1642045,SEMINAR,O,2,
3267,18BQ1A04G4,R1642046,PROJECT,S,10,
3268,18BQ1A04G4,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3269,18BQ1A04G5,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3270,18BQ1A04G5,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,C,3,
3271,18BQ1A04G5,R1642043,SATELLITE COMMUNICATIONS,C,3,
3272,18BQ1A04G5,R1642045,SEMINAR,O,2,
3273,18BQ1A04G5,R1642046,PROJECT,O,10,
3274,18BQ1A04G5,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3275,18BQ1A04G6,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3276,18BQ1A04G6,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,A,3,
3277,18BQ1A04G6,R1642043,SATELLITE COMMUNICATIONS,A,3,
3278,18BQ1A04G6,R1642045,SEMINAR,O,2,
3279,18BQ1A04G6,R1642046,PROJECT,O,10,
3280,18BQ1A04G6,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3281,18BQ1A04G7,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3282,18BQ1A04G7,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,A,3,
3283,18BQ1A04G7,R1642043,SATELLITE COMMUNICATIONS,A,3,
3284,18BQ1A04G7,R1642045,SEMINAR,O,2,
3285,18BQ1A04G7,R1642046,PROJECT,O,10,
3286,18BQ1A04G7,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3287,18BQ1A04G8,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3288,18BQ1A04G8,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3,
3289,18BQ1A04G8,R1642043,SATELLITE COMMUNICATIONS,C,3,
3290,18BQ1A04G8,R1642045,SEMINAR,O,2,
3291,18BQ1A04G8,R1642046,PROJECT,S,10,
3292,18BQ1A04G8,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3293,18BQ1A04G9,R1642041,CELLULAR MOBILE COMMUNICATIONS,A,3,
3294,18BQ1A04G9,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,S,3,
3295,18BQ1A04G9,R1642043,SATELLITE COMMUNICATIONS,B,3,
3296,18BQ1A04G9,R1642045,SEMINAR,O,2,
3297,18BQ1A04G9,R1642046,PROJECT,O,10,
3298,18BQ1A04G9,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,A,3,
3299,18BQ1A04H0,R1642041,CELLULAR MOBILE COMMUNICATIONS,C,3,
3300,18BQ1A04H0,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,C,3,
3301,18BQ1A04H0,R1642043,SATELLITE COMMUNICATIONS,B,3,
3302,18BQ1A04H0,R1642045,SEMINAR,O,2,
3303,18BQ1A04H0,R1642046,PROJECT,S,10,
3304,18BQ1A04H0,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3305,18BQ1A04H1,R1642041,CELLULAR MOBILE COMMUNICATIONS,D,3,
3306,18BQ1A04H1,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,B,3,
3307,18BQ1A04H1,R1642043,SATELLITE COMMUNICATIONS,B,3,
3308,18BQ1A04H1,R1642045,SEMINAR,O,2,
3309,18BQ1A04H1,R1642046,PROJECT,S,10,
3310,18BQ1A04H1,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3311,18BQ1A04H2,R1642041,CELLULAR MOBILE COMMUNICATIONS,B,3,
3312,18BQ1A04H2,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,C,3,
3313,18BQ1A04H2,R1642043,SATELLITE COMMUNICATIONS,C,3,
3314,18BQ1A04H2,R1642045,SEMINAR,O,2,
3315,18BQ1A04H2,R1642046,PROJECT,O,10,
3316,18BQ1A04H2,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3317,18BQ1A04H3,R1642041,CELLULAR MOBILE COMMUNICATIONS,C,3,
3318,18BQ1A04H3,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3,
3319,18BQ1A04H3,R1642043,SATELLITE COMMUNICATIONS,C,3,
3320,18BQ1A04H3,R1642045,SEMINAR,O,2,
3321,18BQ1A04H3,R1642046,PROJECT,S,10,
3322,18BQ1A04H3,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,B,3,
3323,18BQ1A04H4,R1642041,CELLULAR MOBILE COMMUNICATIONS,C,3,
3324,18BQ1A04H4,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,D,3,
3325,18BQ1A04H4,R1642043,SATELLITE COMMUNICATIONS,B,3,
3326,18BQ1A04H4,R1642045,SEMINAR,O,2,
3327,18BQ1A04H4,R1642046,PROJECT,S,10,
3328,18BQ1A04H4,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,C,3,
3329,18BQ1A04H5,R1642041,CELLULAR MOBILE COMMUNICATIONS,F,0,
3330,18BQ1A04H5,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0,
3331,18BQ1A04H5,R1642043,SATELLITE COMMUNICATIONS,F,0,
3332,18BQ1A04H5,R1642045,SEMINAR,S,2,
3333,18BQ1A04H5,R1642046,PROJECT,A,10,
3334,18BQ1A04H5,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,F,0,
3335,18BQ1A04H6,R1642041,CELLULAR MOBILE COMMUNICATIONS,C,3,
3336,18BQ1A04H6,R1642042,ELECTRONIC MEASUREMENTS AND INSTRUMENTAT,F,0,
3337,18BQ1A04H6,R1642043,SATELLITE COMMUNICATIONS,C,3,
3338,18BQ1A04H6,R1642045,SEMINAR,S,2,
3339,18BQ1A04H6,R1642046,PROJECT,S,10,
3340,18BQ1A04H6,R164204A,WIRELESS SENSORS AND NETWORKS (COMMON TO,D,3,
3341,18BQ1A0501,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3342,18BQ1A0501,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3343,18BQ1A0501,R1642053,MACHINE LEARNING,D,3,
3344,18BQ1A0501,R1642055,SEMINAR,O,2,
3345,18BQ1A0501,R1642056,PROJECT,O,10,
3346,18BQ1A0501,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3347,18BQ1A0502,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3348,18BQ1A0502,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
3349,18BQ1A0502,R1642053,MACHINE LEARNING,A,3,
3350,18BQ1A0502,R1642055,SEMINAR,O,2,
3351,18BQ1A0502,R1642056,PROJECT,O,10,
3352,18BQ1A0502,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,A,3,
3353,18BQ1A0503,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3354,18BQ1A0503,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3355,18BQ1A0503,R1642053,MACHINE LEARNING,C,3,
3356,18BQ1A0503,R1642055,SEMINAR,S,2,
3357,18BQ1A0503,R1642056,PROJECT,S,10,
3358,18BQ1A0503,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3359,18BQ1A0504,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3360,18BQ1A0504,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3361,18BQ1A0504,R1642053,MACHINE LEARNING,B,3,
3362,18BQ1A0504,R1642055,SEMINAR,S,2,
3363,18BQ1A0504,R1642056,PROJECT,S,10,
3364,18BQ1A0504,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3365,18BQ1A0505,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3366,18BQ1A0505,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
3367,18BQ1A0505,R1642053,MACHINE LEARNING,F,0,
3368,18BQ1A0505,R1642055,SEMINAR,O,2,
3369,18BQ1A0505,R1642056,PROJECT,O,10,
3370,18BQ1A0505,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3371,18BQ1A0506,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3372,18BQ1A0506,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3373,18BQ1A0506,R1642053,MACHINE LEARNING,C,3,
3374,18BQ1A0506,R1642055,SEMINAR,S,2,
3375,18BQ1A0506,R1642056,PROJECT,O,10,
3376,18BQ1A0506,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3377,18BQ1A0507,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3378,18BQ1A0507,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3379,18BQ1A0507,R1642053,MACHINE LEARNING,D,3,
3380,18BQ1A0507,R1642055,SEMINAR,O,2,
3381,18BQ1A0507,R1642056,PROJECT,S,10,
3382,18BQ1A0507,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3383,18BQ1A0508,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
3384,18BQ1A0508,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3385,18BQ1A0508,R1642053,MACHINE LEARNING,B,3,
3386,18BQ1A0508,R1642055,SEMINAR,O,2,
3387,18BQ1A0508,R1642056,PROJECT,O,10,
3388,18BQ1A0508,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,A,3,
3389,18BQ1A0509,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3390,18BQ1A0509,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3391,18BQ1A0509,R1642053,MACHINE LEARNING,F,0,
3392,18BQ1A0509,R1642055,SEMINAR,S,2,
3393,18BQ1A0509,R1642056,PROJECT,S,10,
3394,18BQ1A0509,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3395,18BQ1A0510,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
3396,18BQ1A0510,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3397,18BQ1A0510,R1642053,MACHINE LEARNING,C,3,
3398,18BQ1A0510,R1642055,SEMINAR,S,2,
3399,18BQ1A0510,R1642056,PROJECT,O,10,
3400,18BQ1A0510,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3401,18BQ1A0511,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3402,18BQ1A0511,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3403,18BQ1A0511,R1642053,MACHINE LEARNING,D,3,
3404,18BQ1A0511,R1642055,SEMINAR,S,2,
3405,18BQ1A0511,R1642056,PROJECT,S,10,
3406,18BQ1A0511,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3407,18BQ1A0512,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3408,18BQ1A0512,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3409,18BQ1A0512,R1642053,MACHINE LEARNING,D,3,
3410,18BQ1A0512,R1642055,SEMINAR,S,2,
3411,18BQ1A0512,R1642056,PROJECT,S,10,
3412,18BQ1A0512,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3413,18BQ1A0513,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3414,18BQ1A0513,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3415,18BQ1A0513,R1642053,MACHINE LEARNING,D,3,
3416,18BQ1A0513,R1642055,SEMINAR,O,2,
3417,18BQ1A0513,R1642056,PROJECT,O,10,
3418,18BQ1A0513,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3419,18BQ1A0514,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
3420,18BQ1A0514,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3421,18BQ1A0514,R1642053,MACHINE LEARNING,C,3,
3422,18BQ1A0514,R1642055,SEMINAR,S,2,
3423,18BQ1A0514,R1642056,PROJECT,O,10,
3424,18BQ1A0514,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3425,18BQ1A0515,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3426,18BQ1A0515,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3427,18BQ1A0515,R1642053,MACHINE LEARNING,C,3,
3428,18BQ1A0515,R1642055,SEMINAR,S,2,
3429,18BQ1A0515,R1642056,PROJECT,S,10,
3430,18BQ1A0515,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3431,18BQ1A0516,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3432,18BQ1A0516,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3433,18BQ1A0516,R1642053,MACHINE LEARNING,C,3,
3434,18BQ1A0516,R1642055,SEMINAR,S,2,
3435,18BQ1A0516,R1642056,PROJECT,S,10,
3436,18BQ1A0516,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3437,18BQ1A0517,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3438,18BQ1A0517,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3439,18BQ1A0517,R1642053,MACHINE LEARNING,D,3,
3440,18BQ1A0517,R1642055,SEMINAR,S,2,
3441,18BQ1A0517,R1642056,PROJECT,S,10,
3442,18BQ1A0517,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3443,18BQ1A0518,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
3444,18BQ1A0518,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3445,18BQ1A0518,R1642053,MACHINE LEARNING,C,3,
3446,18BQ1A0518,R1642055,SEMINAR,S,2,
3447,18BQ1A0518,R1642056,PROJECT,S,10,
3448,18BQ1A0518,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3449,18BQ1A0519,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3450,18BQ1A0519,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3451,18BQ1A0519,R1642053,MACHINE LEARNING,C,3,
3452,18BQ1A0519,R1642055,SEMINAR,S,2,
3453,18BQ1A0519,R1642056,PROJECT,O,10,
3454,18BQ1A0519,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3455,18BQ1A0520,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3456,18BQ1A0520,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3457,18BQ1A0520,R1642053,MACHINE LEARNING,C,3,
3458,18BQ1A0520,R1642055,SEMINAR,S,2,
3459,18BQ1A0520,R1642056,PROJECT,S,10,
3460,18BQ1A0520,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3461,18BQ1A0521,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3462,18BQ1A0521,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),A,3,
3463,18BQ1A0521,R1642053,MACHINE LEARNING,D,3,
3464,18BQ1A0521,R1642055,SEMINAR,S,2,
3465,18BQ1A0521,R1642056,PROJECT,S,10,
3466,18BQ1A0521,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3467,18BQ1A0522,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3468,18BQ1A0522,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3469,18BQ1A0522,R1642053,MACHINE LEARNING,C,3,
3470,18BQ1A0522,R1642055,SEMINAR,S,2,
3471,18BQ1A0522,R1642056,PROJECT,S,10,
3472,18BQ1A0522,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,F,0,
3473,18BQ1A0523,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
3474,18BQ1A0523,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3475,18BQ1A0523,R1642053,MACHINE LEARNING,C,3,
3476,18BQ1A0523,R1642055,SEMINAR,O,2,
3477,18BQ1A0523,R1642056,PROJECT,O,10,
3478,18BQ1A0523,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3479,18BQ1A0524,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3480,18BQ1A0524,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3481,18BQ1A0524,R1642053,MACHINE LEARNING,B,3,
3482,18BQ1A0524,R1642055,SEMINAR,O,2,
3483,18BQ1A0524,R1642056,PROJECT,O,10,
3484,18BQ1A0524,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3485,18BQ1A0525,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3486,18BQ1A0525,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3487,18BQ1A0525,R1642053,MACHINE LEARNING,D,3,
3488,18BQ1A0525,R1642055,SEMINAR,S,2,
3489,18BQ1A0525,R1642056,PROJECT,S,10,
3490,18BQ1A0525,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3491,18BQ1A0526,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
3492,18BQ1A0526,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),S,3,
3493,18BQ1A0526,R1642053,MACHINE LEARNING,C,3,
3494,18BQ1A0526,R1642055,SEMINAR,O,2,
3495,18BQ1A0526,R1642056,PROJECT,O,10,
3496,18BQ1A0526,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3497,18BQ1A0527,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3498,18BQ1A0527,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3499,18BQ1A0527,R1642053,MACHINE LEARNING,C,3,
3500,18BQ1A0527,R1642055,SEMINAR,S,2,
3501,18BQ1A0527,R1642056,PROJECT,S,10,
3502,18BQ1A0527,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3503,18BQ1A0528,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3504,18BQ1A0528,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3505,18BQ1A0528,R1642053,MACHINE LEARNING,C,3,
3506,18BQ1A0528,R1642055,SEMINAR,S,2,
3507,18BQ1A0528,R1642056,PROJECT,S,10,
3508,18BQ1A0528,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3509,18BQ1A0529,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3510,18BQ1A0529,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3511,18BQ1A0529,R1642053,MACHINE LEARNING,D,3,
3512,18BQ1A0529,R1642055,SEMINAR,O,2,
3513,18BQ1A0529,R1642056,PROJECT,S,10,
3514,18BQ1A0529,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3515,18BQ1A0530,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),F,0,
3516,18BQ1A0530,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3517,18BQ1A0530,R1642053,MACHINE LEARNING,C,3,
3518,18BQ1A0530,R1642055,SEMINAR,S,2,
3519,18BQ1A0530,R1642056,PROJECT,S,10,
3520,18BQ1A0530,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3521,18BQ1A0531,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3522,18BQ1A0531,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3523,18BQ1A0531,R1642053,MACHINE LEARNING,C,3,
3524,18BQ1A0531,R1642055,SEMINAR,S,2,
3525,18BQ1A0531,R1642056,PROJECT,S,10,
3526,18BQ1A0531,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3527,18BQ1A0532,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3528,18BQ1A0532,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3529,18BQ1A0532,R1642053,MACHINE LEARNING,C,3,
3530,18BQ1A0532,R1642055,SEMINAR,S,2,
3531,18BQ1A0532,R1642056,PROJECT,S,10,
3532,18BQ1A0532,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,D,3,
3533,18BQ1A0533,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3534,18BQ1A0533,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3535,18BQ1A0533,R1642053,MACHINE LEARNING,D,3,
3536,18BQ1A0533,R1642055,SEMINAR,O,2,
3537,18BQ1A0533,R1642056,PROJECT,O,10,
3538,18BQ1A0533,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3539,18BQ1A0534,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),ABSENT,0,
3540,18BQ1A0534,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),ABSENT,0,
3541,18BQ1A0534,R1642053,MACHINE LEARNING,ABSENT,0,
3542,18BQ1A0534,R1642055,SEMINAR,F,0,
3543,18BQ1A0534,R1642056,PROJECT,ABSENT,0,
3544,18BQ1A0534,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,ABSENT,0,
3545,18BQ1A0535,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3546,18BQ1A0535,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),C,3,
3547,18BQ1A0535,R1642053,MACHINE LEARNING,C,3,
3548,18BQ1A0535,R1642055,SEMINAR,O,2,
3549,18BQ1A0535,R1642056,PROJECT,O,10,
3550,18BQ1A0535,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3551,18BQ1A0536,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3552,18BQ1A0536,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3553,18BQ1A0536,R1642053,MACHINE LEARNING,B,3,
3554,18BQ1A0536,R1642055,SEMINAR,O,2,
3555,18BQ1A0536,R1642056,PROJECT,O,10,
3556,18BQ1A0536,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3557,18BQ1A0537,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3558,18BQ1A0537,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3559,18BQ1A0537,R1642053,MACHINE LEARNING,D,3,
3560,18BQ1A0537,R1642055,SEMINAR,O,2,
3561,18BQ1A0537,R1642056,PROJECT,O,10,
3562,18BQ1A0537,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,B,3,
3563,18BQ1A0538,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),B,3,
3564,18BQ1A0538,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3565,18BQ1A0538,R1642053,MACHINE LEARNING,D,3,
3566,18BQ1A0538,R1642055,SEMINAR,O,2,
3567,18BQ1A0538,R1642056,PROJECT,O,10,
3568,18BQ1A0538,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3569,18BQ1A0539,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),D,3,
3570,18BQ1A0539,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),D,3,
3571,18BQ1A0539,R1642053,MACHINE LEARNING,C,3,
3572,18BQ1A0539,R1642055,SEMINAR,S,2,
3573,18BQ1A0539,R1642056,PROJECT,S,10,
3574,18BQ1A0539,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
3575,18BQ1A0540,R1642051,DISTRIBUTED SYSTEMS (COMMON TO CSE  IT),C,3,
3576,18BQ1A0540,R1642052,MANAGEMENT SCIENCE(COMMON TO CSE  IT),B,3,
3577,18BQ1A0540,R1642053,MACHINE LEARNING,B,3,
3578,18BQ1A0540,R1642055,SEMINAR,O,2,
3579,18BQ1A0540,R1642056,PROJECT,O,10,
3580,18BQ1A0540,R164205B,ARTIFICIAL NEURAL NETWORKS(COMMON TO CSE,C,3,
