ID,Htno,Subcode,Subname,Grade,Credits,
1321,18BQ1A02C0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1322,18BQ1A02C0,R1642025,SEMINAR,O,2,
1323,18BQ1A02C0,R1642026,PROJECT,O,10,
1324,18BQ1A02C0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1325,18BQ1A02C2,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1326,18BQ1A02C2,R1642022,HVDC TRANSMISSION,A,3,
1327,18BQ1A02C2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1328,18BQ1A02C2,R1642025,SEMINAR,O,2,
1329,18BQ1A02C2,R1642026,PROJECT,O,10,
1330,18BQ1A02C2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1331,18BQ1A02C3,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1332,18BQ1A02C3,R1642022,HVDC TRANSMISSION,B,3,
1333,18BQ1A02C3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1334,18BQ1A02C3,R1642025,SEMINAR,O,2,
1335,18BQ1A02C3,R1642026,PROJECT,O,10,
1336,18BQ1A02C3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1337,18BQ1A02C4,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1338,18BQ1A02C4,R1642022,HVDC TRANSMISSION,S,3,
1339,18BQ1A02C4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1340,18BQ1A02C4,R1642025,SEMINAR,O,2,
1341,18BQ1A02C4,R1642026,PROJECT,O,10,
1342,18BQ1A02C4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1343,18BQ1A02C5,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1344,18BQ1A02C5,R1642022,HVDC TRANSMISSION,B,3,
1345,18BQ1A02C5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1346,18BQ1A02C5,R1642025,SEMINAR,O,2,
1347,18BQ1A02C5,R1642026,PROJECT,O,10,
1348,18BQ1A02C5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1349,18BQ1A02C6,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1350,18BQ1A02C6,R1642022,HVDC TRANSMISSION,C,3,
1351,18BQ1A02C6,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1352,18BQ1A02C6,R1642025,SEMINAR,B,2,
1353,18BQ1A02C6,R1642026,PROJECT,A,10,
1354,18BQ1A02C6,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1355,18BQ1A02C7,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1356,18BQ1A02C7,R1642022,HVDC TRANSMISSION,F,0,
1357,18BQ1A02C7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1358,18BQ1A02C7,R1642025,SEMINAR,O,2,
1359,18BQ1A02C7,R1642026,PROJECT,O,10,
1360,18BQ1A02C7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1361,18BQ1A02C8,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1362,18BQ1A02C8,R1642022,HVDC TRANSMISSION,S,3,
1363,18BQ1A02C8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1364,18BQ1A02C8,R1642025,SEMINAR,O,2,
1365,18BQ1A02C8,R1642026,PROJECT,O,10,
1366,18BQ1A02C8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1367,18BQ1A02C9,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1368,18BQ1A02C9,R1642022,HVDC TRANSMISSION,B,3,
1369,18BQ1A02C9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1370,18BQ1A02C9,R1642025,SEMINAR,O,2,
1371,18BQ1A02C9,R1642026,PROJECT,O,10,
1372,18BQ1A02C9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1373,18BQ1A02D0,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1374,18BQ1A02D0,R1642022,HVDC TRANSMISSION,S,3,
1375,18BQ1A02D0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1376,18BQ1A02D0,R1642025,SEMINAR,O,2,
1377,18BQ1A02D0,R1642026,PROJECT,O,10,
1378,18BQ1A02D0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1379,18BQ1A02D1,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1380,18BQ1A02D1,R1642022,HVDC TRANSMISSION,C,3,
1381,18BQ1A02D1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1382,18BQ1A02D1,R1642025,SEMINAR,A,2,
1383,18BQ1A02D1,R1642026,PROJECT,A,10,
1384,18BQ1A02D1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1385,18BQ1A02D4,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1386,18BQ1A02D4,R1642022,HVDC TRANSMISSION,C,3,
1387,18BQ1A02D4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1388,18BQ1A02D4,R1642025,SEMINAR,S,2,
1389,18BQ1A02D4,R1642026,PROJECT,A,10,
1390,18BQ1A02D4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1391,18BQ1A02D5,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1392,18BQ1A02D5,R1642022,HVDC TRANSMISSION,C,3,
1393,18BQ1A02D5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1394,18BQ1A02D5,R1642025,SEMINAR,O,2,
1395,18BQ1A02D5,R1642026,PROJECT,O,10,
1396,18BQ1A02D5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1397,18BQ1A02D6,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1398,18BQ1A02D6,R1642022,HVDC TRANSMISSION,B,3,
1399,18BQ1A02D6,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1400,18BQ1A02D6,R1642025,SEMINAR,O,2,
1401,18BQ1A02D6,R1642026,PROJECT,O,10,
1402,18BQ1A02D6,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1403,18BQ1A02D7,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1404,18BQ1A02D7,R1642022,HVDC TRANSMISSION,D,3,
1405,18BQ1A02D7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1406,18BQ1A02D7,R1642025,SEMINAR,S,2,
1407,18BQ1A02D7,R1642026,PROJECT,S,10,
1408,18BQ1A02D7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1409,18BQ1A02D8,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1410,18BQ1A02D8,R1642022,HVDC TRANSMISSION,C,3,
1411,18BQ1A02D8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1412,18BQ1A02D8,R1642025,SEMINAR,O,2,
1413,18BQ1A02D8,R1642026,PROJECT,O,10,
1414,18BQ1A02D8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1415,18BQ1A02D9,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1416,18BQ1A02D9,R1642022,HVDC TRANSMISSION,D,3,
1417,18BQ1A02D9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1418,18BQ1A02D9,R1642025,SEMINAR,A,2,
1419,18BQ1A02D9,R1642026,PROJECT,A,10,
1420,18BQ1A02D9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1421,18BQ1A02E0,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1422,18BQ1A02E0,R1642022,HVDC TRANSMISSION,A,3,
1423,18BQ1A02E0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1424,18BQ1A02E0,R1642025,SEMINAR,A,2,
1425,18BQ1A02E0,R1642026,PROJECT,B,10,
1426,18BQ1A02E0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1427,18BQ1A02E1,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1428,18BQ1A02E1,R1642022,HVDC TRANSMISSION,A,3,
1429,18BQ1A02E1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1430,18BQ1A02E1,R1642025,SEMINAR,S,2,
1431,18BQ1A02E1,R1642026,PROJECT,S,10,
1432,18BQ1A02E1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1433,18BQ1A02E2,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1434,18BQ1A02E2,R1642022,HVDC TRANSMISSION,C,3,
1435,18BQ1A02E2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1436,18BQ1A02E2,R1642025,SEMINAR,S,2,
1437,18BQ1A02E2,R1642026,PROJECT,O,10,
1438,18BQ1A02E2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1439,18BQ1A02E3,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1440,18BQ1A02E3,R1642022,HVDC TRANSMISSION,B,3,
1441,18BQ1A02E3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1442,18BQ1A02E3,R1642025,SEMINAR,O,2,
1443,18BQ1A02E3,R1642026,PROJECT,O,10,
1444,18BQ1A02E3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1445,18BQ1A02E4,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1446,18BQ1A02E4,R1642022,HVDC TRANSMISSION,C,3,
1447,18BQ1A02E4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1448,18BQ1A02E4,R1642025,SEMINAR,S,2,
1449,18BQ1A02E4,R1642026,PROJECT,A,10,
1450,18BQ1A02E4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1451,18BQ1A02E5,R1642021,DIGITAL CONTROL SYSTEMS,O,3,
1452,18BQ1A02E5,R1642022,HVDC TRANSMISSION,O,3,
1453,18BQ1A02E5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1454,18BQ1A02E5,R1642025,SEMINAR,O,2,
1455,18BQ1A02E5,R1642026,PROJECT,O,10,
1456,18BQ1A02E5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1457,18BQ1A02E6,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1458,18BQ1A02E6,R1642022,HVDC TRANSMISSION,D,3,
1459,18BQ1A02E6,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1460,18BQ1A02E6,R1642025,SEMINAR,O,2,
1461,18BQ1A02E6,R1642026,PROJECT,S,10,
1462,18BQ1A02E6,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1463,18BQ1A02E7,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1464,18BQ1A02E7,R1642022,HVDC TRANSMISSION,B,3,
1465,18BQ1A02E7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1466,18BQ1A02E7,R1642025,SEMINAR,A,2,
1467,18BQ1A02E7,R1642026,PROJECT,A,10,
1468,18BQ1A02E7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1469,18BQ1A02E8,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1470,18BQ1A02E8,R1642022,HVDC TRANSMISSION,A,3,
1471,18BQ1A02E8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,B,3,
1472,18BQ1A02E8,R1642025,SEMINAR,O,2,
1473,18BQ1A02E8,R1642026,PROJECT,O,10,
1474,18BQ1A02E8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1475,18BQ1A02E9,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1476,18BQ1A02E9,R1642022,HVDC TRANSMISSION,B,3,
1477,18BQ1A02E9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1478,18BQ1A02E9,R1642025,SEMINAR,A,2,
1479,18BQ1A02E9,R1642026,PROJECT,A,10,
1480,18BQ1A02E9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1481,18BQ1A02F0,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1482,18BQ1A02F0,R1642022,HVDC TRANSMISSION,O,3,
1483,18BQ1A02F0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1484,18BQ1A02F0,R1642025,SEMINAR,S,2,
1485,18BQ1A02F0,R1642026,PROJECT,S,10,
1486,18BQ1A02F0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,B,3,
1487,18BQ1A02F1,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1488,18BQ1A02F1,R1642022,HVDC TRANSMISSION,D,3,
1489,18BQ1A02F1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1490,18BQ1A02F1,R1642025,SEMINAR,A,2,
1491,18BQ1A02F1,R1642026,PROJECT,A,10,
1492,18BQ1A02F1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1493,18BQ1A02F2,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1494,18BQ1A02F2,R1642022,HVDC TRANSMISSION,C,3,
1495,18BQ1A02F2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1496,18BQ1A02F2,R1642025,SEMINAR,A,2,
1497,18BQ1A02F2,R1642026,PROJECT,A,10,
1498,18BQ1A02F2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1499,18BQ1A02F3,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1500,18BQ1A02F3,R1642022,HVDC TRANSMISSION,B,3,
1501,18BQ1A02F3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1502,18BQ1A02F3,R1642025,SEMINAR,A,2,
1503,18BQ1A02F3,R1642026,PROJECT,S,10,
1504,18BQ1A02F3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1505,18BQ1A02F4,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1506,18BQ1A02F4,R1642022,HVDC TRANSMISSION,B,3,
1507,18BQ1A02F4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1508,18BQ1A02F4,R1642025,SEMINAR,B,2,
1509,18BQ1A02F4,R1642026,PROJECT,A,10,
1510,18BQ1A02F4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,D,3,
1511,18BQ1A02F5,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1512,18BQ1A02F5,R1642022,HVDC TRANSMISSION,C,3,
1513,18BQ1A02F5,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1514,18BQ1A02F5,R1642025,SEMINAR,O,2,
1515,18BQ1A02F5,R1642026,PROJECT,O,10,
1516,18BQ1A02F5,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1517,18BQ1A02F6,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1518,18BQ1A02F6,R1642022,HVDC TRANSMISSION,C,3,
1519,18BQ1A02F6,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1520,18BQ1A02F6,R1642025,SEMINAR,O,2,
1521,18BQ1A02F6,R1642026,PROJECT,O,10,
1522,18BQ1A02F6,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1523,18BQ1A02F7,R1642021,DIGITAL CONTROL SYSTEMS,S,3,
1524,18BQ1A02F7,R1642022,HVDC TRANSMISSION,A,3,
1525,18BQ1A02F7,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1526,18BQ1A02F7,R1642025,SEMINAR,O,2,
1527,18BQ1A02F7,R1642026,PROJECT,O,10,
1528,18BQ1A02F7,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,A,3,
1529,18BQ1A02F8,R1642021,DIGITAL CONTROL SYSTEMS,C,3,
1530,18BQ1A02F8,R1642022,HVDC TRANSMISSION,S,3,
1531,18BQ1A02F8,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1532,18BQ1A02F8,R1642025,SEMINAR,A,2,
1533,18BQ1A02F8,R1642026,PROJECT,A,10,
1534,18BQ1A02F8,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1535,18BQ1A02F9,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1536,18BQ1A02F9,R1642022,HVDC TRANSMISSION,B,3,
1537,18BQ1A02F9,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,C,3,
1538,18BQ1A02F9,R1642025,SEMINAR,S,2,
1539,18BQ1A02F9,R1642026,PROJECT,S,10,
1540,18BQ1A02F9,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1541,18BQ1A02G0,R1642021,DIGITAL CONTROL SYSTEMS,B,3,
1542,18BQ1A02G0,R1642022,HVDC TRANSMISSION,B,3,
1543,18BQ1A02G0,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1544,18BQ1A02G0,R1642025,SEMINAR,A,2,
1545,18BQ1A02G0,R1642026,PROJECT,A,10,
1546,18BQ1A02G0,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1547,18BQ1A02G1,R1642021,DIGITAL CONTROL SYSTEMS,O,3,
1548,18BQ1A02G1,R1642022,HVDC TRANSMISSION,O,3,
1549,18BQ1A02G1,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,A,3,
1550,18BQ1A02G1,R1642025,SEMINAR,O,2,
1551,18BQ1A02G1,R1642026,PROJECT,O,10,
1552,18BQ1A02G1,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,S,3,
1553,18BQ1A02G2,R1642021,DIGITAL CONTROL SYSTEMS,A,3,
1554,18BQ1A02G2,R1642022,HVDC TRANSMISSION,B,3,
1555,18BQ1A02G2,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1556,18BQ1A02G2,R1642025,SEMINAR,O,2,
1557,18BQ1A02G2,R1642026,PROJECT,O,10,
1558,18BQ1A02G2,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1559,18BQ1A02G3,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1560,18BQ1A02G3,R1642022,HVDC TRANSMISSION,F,0,
1561,18BQ1A02G3,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1562,18BQ1A02G3,R1642025,SEMINAR,A,2,
1563,18BQ1A02G3,R1642026,PROJECT,A,10,
1564,18BQ1A02G3,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,F,0,
1565,18BQ1A02G4,R1642021,DIGITAL CONTROL SYSTEMS,D,3,
1566,18BQ1A02G4,R1642022,HVDC TRANSMISSION,C,3,
1567,18BQ1A02G4,R1642023,ELECTRICAL DISTRIBUTION SYSTEMS,D,3,
1568,18BQ1A02G4,R1642025,SEMINAR,A,2,
1569,18BQ1A02G4,R1642026,PROJECT,A,10,
1570,18BQ1A02G4,R164202B,FLEXIBLE ALTERNATING CURRENT TRANSMISSIO,C,3,
1571,18BQ1A0301,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1572,18BQ1A0301,R1642032,UNCONVENTIONAL MACHINING PROCESSES,A,3,
1573,18BQ1A0301,R1642033,AUTOMOBILE ENGINEERING,A,3,
1574,18BQ1A0301,R1642035,SEMINAR,O,2,
1575,18BQ1A0301,R1642036,PROJECT,O,10,
1576,18BQ1A0301,R164203B,NON DESTRUCTIVE EVALUATION,S,3,
1577,18BQ1A0302,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1578,18BQ1A0302,R1642032,UNCONVENTIONAL MACHINING PROCESSES,S,3,
1579,18BQ1A0302,R1642033,AUTOMOBILE ENGINEERING,C,3,
1580,18BQ1A0302,R1642035,SEMINAR,O,2,
1581,18BQ1A0302,R1642036,PROJECT,O,10,
1582,18BQ1A0302,R164203B,NON DESTRUCTIVE EVALUATION,B,3,
1583,18BQ1A0303,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1584,18BQ1A0303,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1585,18BQ1A0303,R1642033,AUTOMOBILE ENGINEERING,C,3,
1586,18BQ1A0303,R1642035,SEMINAR,O,2,
1587,18BQ1A0303,R1642036,PROJECT,O,10,
1588,18BQ1A0303,R164203B,NON DESTRUCTIVE EVALUATION,A,3,
1589,18BQ1A0304,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1590,18BQ1A0304,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1591,18BQ1A0304,R1642033,AUTOMOBILE ENGINEERING,C,3,
1592,18BQ1A0304,R1642035,SEMINAR,O,2,
1593,18BQ1A0304,R1642036,PROJECT,O,10,
1594,18BQ1A0304,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1595,18BQ1A0305,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1596,18BQ1A0305,R1642032,UNCONVENTIONAL MACHINING PROCESSES,A,3,
1597,18BQ1A0305,R1642033,AUTOMOBILE ENGINEERING,B,3,
1598,18BQ1A0305,R1642035,SEMINAR,O,2,
1599,18BQ1A0305,R1642036,PROJECT,O,10,
1600,18BQ1A0305,R164203B,NON DESTRUCTIVE EVALUATION,B,3,
1601,18BQ1A0306,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1602,18BQ1A0306,R1642032,UNCONVENTIONAL MACHINING PROCESSES,O,3,
1603,18BQ1A0306,R1642033,AUTOMOBILE ENGINEERING,C,3,
1604,18BQ1A0306,R1642035,SEMINAR,O,2,
1605,18BQ1A0306,R1642036,PROJECT,O,10,
1606,18BQ1A0306,R164203B,NON DESTRUCTIVE EVALUATION,B,3,
1607,18BQ1A0307,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,C,3,
1608,18BQ1A0307,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1609,18BQ1A0307,R1642033,AUTOMOBILE ENGINEERING,C,3,
1610,18BQ1A0307,R1642035,SEMINAR,O,2,
1611,18BQ1A0307,R1642036,PROJECT,O,10,
1612,18BQ1A0307,R164203B,NON DESTRUCTIVE EVALUATION,S,3,
1613,18BQ1A0309,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1614,18BQ1A0309,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1615,18BQ1A0309,R1642033,AUTOMOBILE ENGINEERING,D,3,
1616,18BQ1A0309,R1642035,SEMINAR,O,2,
1617,18BQ1A0309,R1642036,PROJECT,O,10,
1618,18BQ1A0309,R164203B,NON DESTRUCTIVE EVALUATION,D,3,
1619,18BQ1A0310,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,D,3,
1620,18BQ1A0310,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1621,18BQ1A0310,R1642033,AUTOMOBILE ENGINEERING,B,3,
1622,18BQ1A0310,R1642035,SEMINAR,O,2,
1623,18BQ1A0310,R1642036,PROJECT,O,10,
1624,18BQ1A0310,R164203B,NON DESTRUCTIVE EVALUATION,D,3,
1625,18BQ1A0311,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,ABSENT,0,
1626,18BQ1A0311,R1642032,UNCONVENTIONAL MACHINING PROCESSES,ABSENT,0,
1627,18BQ1A0311,R1642033,AUTOMOBILE ENGINEERING,ABSENT,0,
1628,18BQ1A0311,R1642035,SEMINAR,F,0,
1629,18BQ1A0311,R1642036,PROJECT,ABSENT,0,
1630,18BQ1A0311,R164203B,NON DESTRUCTIVE EVALUATION,ABSENT,0,
1631,18BQ1A0312,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1632,18BQ1A0312,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1633,18BQ1A0312,R1642033,AUTOMOBILE ENGINEERING,C,3,
1634,18BQ1A0312,R1642035,SEMINAR,O,2,
1635,18BQ1A0312,R1642036,PROJECT,O,10,
1636,18BQ1A0312,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1637,18BQ1A0313,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,C,3,
1638,18BQ1A0313,R1642032,UNCONVENTIONAL MACHINING PROCESSES,C,3,
1639,18BQ1A0313,R1642033,AUTOMOBILE ENGINEERING,D,3,
1640,18BQ1A0313,R1642035,SEMINAR,O,2,
1641,18BQ1A0313,R1642036,PROJECT,O,10,
1642,18BQ1A0313,R164203B,NON DESTRUCTIVE EVALUATION,A,3,
1643,18BQ1A0314,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,C,3,
1644,18BQ1A0314,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1645,18BQ1A0314,R1642033,AUTOMOBILE ENGINEERING,C,3,
1646,18BQ1A0314,R1642035,SEMINAR,S,2,
1647,18BQ1A0314,R1642036,PROJECT,O,10,
1648,18BQ1A0314,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1649,18BQ1A0315,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,C,3,
1650,18BQ1A0315,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1651,18BQ1A0315,R1642033,AUTOMOBILE ENGINEERING,D,3,
1652,18BQ1A0315,R1642035,SEMINAR,S,2,
1653,18BQ1A0315,R1642036,PROJECT,O,10,
1654,18BQ1A0315,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1655,18BQ1A0316,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1656,18BQ1A0316,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1657,18BQ1A0316,R1642033,AUTOMOBILE ENGINEERING,C,3,
1658,18BQ1A0316,R1642035,SEMINAR,O,2,
1659,18BQ1A0316,R1642036,PROJECT,O,10,
1660,18BQ1A0316,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1661,18BQ1A0317,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1662,18BQ1A0317,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1663,18BQ1A0317,R1642033,AUTOMOBILE ENGINEERING,B,3,
1664,18BQ1A0317,R1642035,SEMINAR,O,2,
1665,18BQ1A0317,R1642036,PROJECT,O,10,
1666,18BQ1A0317,R164203B,NON DESTRUCTIVE EVALUATION,B,3,
1667,18BQ1A0318,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,B,3,
1668,18BQ1A0318,R1642032,UNCONVENTIONAL MACHINING PROCESSES,B,3,
1669,18BQ1A0318,R1642033,AUTOMOBILE ENGINEERING,C,3,
1670,18BQ1A0318,R1642035,SEMINAR,O,2,
1671,18BQ1A0318,R1642036,PROJECT,O,10,
1672,18BQ1A0318,R164203B,NON DESTRUCTIVE EVALUATION,C,3,
1673,18BQ1A0319,R1642031,PRODUCTION PLANNING AND CONTROL (COMMON,C,3,
1674,18BQ1A0319,R1642032,UNCONVENTIONAL MACHINING PROCESSES,A,3,
1675,18BQ1A0319,R1642033,AUTOMOBILE ENGINEERING,D,3,
